seed	n_val	n_test	n_full	gt_in_prompt	all_at_once_step@1_val	all_at_once_step@1_test	all_at_once_step@1_full	all_at_once_agent@1_val	all_at_once_agent@1_test	all_at_once_agent@1_full	step_by_step_step@1_val	step_by_step_step@1_test	step_by_step_step@1_full	step_by_step_agent@1_val	step_by_step_agent@1_test	step_by_step_agent@1_full	binary_search_step@1_val	binary_search_step@1_test	binary_search_step@1_full	binary_search_agent@1_val	binary_search_agent@1_test	binary_search_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.3333333333333333	0.6086956521739131	0.5274725274725275	0.3333333333333333	0.13043478260869565	0.18681318681318682	0.7222222222222222	0.6956521739130435	0.7362637362637363	0.1111111111111111	0.10869565217391304	0.08791208791208792	0.5	0.6521739130434783	0.5934065934065934	0.13043478260869565	0.6956521739130435	0.18681318681318682	0.7362637362637363
2	18	46	91	True	0.0	0.0	0.01098901098901099	0.3888888888888889	0.5869565217391305	0.5274725274725275	0.2777777777777778	0.15217391304347827	0.18681318681318682	0.7222222222222222	0.717391304347826	0.7362637362637363	0.0	0.08695652173913043	0.08791208791208792	0.4444444444444444	0.6739130434782609	0.5934065934065934	0.15217391304347827	0.717391304347826	0.18681318681318682	0.7362637362637363
3	18	46	91	True	0.05555555555555555	0.0	0.01098901098901099	0.6666666666666666	0.4782608695652174	0.5274725274725275	0.2777777777777778	0.1956521739130435	0.18681318681318682	0.8333333333333334	0.717391304347826	0.7362637362637363	0.05555555555555555	0.10869565217391304	0.08791208791208792	0.5	0.6304347826086957	0.5934065934065934	0.1956521739130435	0.717391304347826	0.18681318681318682	0.7362637362637363
4	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.3888888888888889	0.5652173913043478	0.5274725274725275	0.2222222222222222	0.17391304347826086	0.18681318681318682	0.7222222222222222	0.782608695652174	0.7362637362637363	0.05555555555555555	0.08695652173913043	0.08791208791208792	0.6666666666666666	0.5869565217391305	0.5934065934065934	0.17391304347826086	0.782608695652174	0.18681318681318682	0.7362637362637363
5	18	46	91	True	0.0	0.0	0.01098901098901099	0.2777777777777778	0.6086956521739131	0.5274725274725275	0.2222222222222222	0.13043478260869565	0.18681318681318682	0.7222222222222222	0.7608695652173914	0.7362637362637363	0.16666666666666666	0.06521739130434782	0.08791208791208792	0.5555555555555556	0.6739130434782609	0.5934065934065934	0.13043478260869565	0.7608695652173914	0.18681318681318682	0.7362637362637363
6	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.5	0.6086956521739131	0.5274725274725275	0.16666666666666666	0.15217391304347827	0.18681318681318682	0.6111111111111112	0.7391304347826086	0.7362637362637363	0.05555555555555555	0.13043478260869565	0.08791208791208792	0.5555555555555556	0.6086956521739131	0.5934065934065934	0.15217391304347827	0.7391304347826086	0.18681318681318682	0.7362637362637363
7	18	46	91	True	0.0	0.0	0.01098901098901099	0.5	0.5	0.5274725274725275	0.16666666666666666	0.2391304347826087	0.18681318681318682	0.6111111111111112	0.8043478260869565	0.7362637362637363	0.16666666666666666	0.08695652173913043	0.08791208791208792	0.5555555555555556	0.5652173913043478	0.5934065934065934	0.2391304347826087	0.8043478260869565	0.18681318681318682	0.7362637362637363
8	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.6666666666666666	0.45652173913043476	0.5274725274725275	0.2222222222222222	0.21739130434782608	0.18681318681318682	0.7222222222222222	0.717391304347826	0.7362637362637363	0.0	0.08695652173913043	0.08791208791208792	0.5	0.5652173913043478	0.5934065934065934	0.21739130434782608	0.717391304347826	0.18681318681318682	0.7362637362637363
9	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.4444444444444444	0.5434782608695652	0.5274725274725275	0.1111111111111111	0.2608695652173913	0.18681318681318682	0.8888888888888888	0.782608695652174	0.7362637362637363	0.05555555555555555	0.08695652173913043	0.08791208791208792	0.5555555555555556	0.6521739130434783	0.5934065934065934	0.2608695652173913	0.782608695652174	0.18681318681318682	0.7362637362637363
10	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.3333333333333333	0.5434782608695652	0.5274725274725275	0.2222222222222222	0.1956521739130435	0.18681318681318682	0.8888888888888888	0.717391304347826	0.7362637362637363	0.0	0.13043478260869565	0.08791208791208792	0.5555555555555556	0.5217391304347826	0.5934065934065934	0.1956521739130435	0.717391304347826	0.18681318681318682	0.7362637362637363
11	18	46	91	True	0.0	0.0	0.01098901098901099	0.3888888888888889	0.5652173913043478	0.5274725274725275	0.16666666666666666	0.17391304347826086	0.18681318681318682	0.6666666666666666	0.7391304347826086	0.7362637362637363	0.0	0.08695652173913043	0.08791208791208792	0.5	0.5652173913043478	0.5934065934065934	0.17391304347826086	0.7391304347826086	0.18681318681318682	0.7362637362637363
12	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.5555555555555556	0.5217391304347826	0.5274725274725275	0.2777777777777778	0.13043478260869565	0.18681318681318682	0.7777777777777778	0.6956521739130435	0.7362637362637363	0.2222222222222222	0.021739130434782608	0.08791208791208792	0.7777777777777778	0.5869565217391305	0.5934065934065934	0.13043478260869565	0.6956521739130435	0.18681318681318682	0.7362637362637363
13	18	46	91	True	0.0	0.0	0.01098901098901099	0.7222222222222222	0.5217391304347826	0.5274725274725275	0.2222222222222222	0.17391304347826086	0.18681318681318682	0.6111111111111112	0.782608695652174	0.7362637362637363	0.1111111111111111	0.08695652173913043	0.08791208791208792	0.6666666666666666	0.5434782608695652	0.5934065934065934	0.17391304347826086	0.782608695652174	0.18681318681318682	0.7362637362637363
14	18	46	91	True	0.0	0.0	0.01098901098901099	0.4444444444444444	0.5434782608695652	0.5274725274725275	0.16666666666666666	0.21739130434782608	0.18681318681318682	0.6111111111111112	0.8260869565217391	0.7362637362637363	0.05555555555555555	0.06521739130434782	0.08791208791208792	0.5	0.5869565217391305	0.5934065934065934	0.21739130434782608	0.8260869565217391	0.18681318681318682	0.7362637362637363
15	18	46	91	True	0.0	0.0	0.01098901098901099	0.4444444444444444	0.5434782608695652	0.5274725274725275	0.1111111111111111	0.2391304347826087	0.18681318681318682	0.8333333333333334	0.6521739130434783	0.7362637362637363	0.05555555555555555	0.043478260869565216	0.08791208791208792	0.6666666666666666	0.5434782608695652	0.5934065934065934	0.2391304347826087	0.6521739130434783	0.18681318681318682	0.7362637362637363
16	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.6666666666666666	0.5434782608695652	0.5274725274725275	0.1111111111111111	0.17391304347826086	0.18681318681318682	0.7777777777777778	0.717391304347826	0.7362637362637363	0.0	0.08695652173913043	0.08791208791208792	0.8333333333333334	0.5434782608695652	0.5934065934065934	0.17391304347826086	0.717391304347826	0.18681318681318682	0.7362637362637363
