seed	n_val	n_test	n_full	gt_in_prompt	chief_step@1_val	chief_step@1_test	chief_step@1_full	chief_agent@1_val	chief_agent@1_test	chief_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	18	46	91	False	0.16666666666666666	0.08695652173913043	0.14285714285714285	0.5	0.6739130434782609	0.6373626373626373	0.08695652173913043	0.6739130434782609	0.14285714285714285	0.6373626373626373
2	18	46	91	False	0.1111111111111111	0.15217391304347827	0.14285714285714285	0.5	0.6521739130434783	0.6373626373626373	0.15217391304347827	0.6521739130434783	0.14285714285714285	0.6373626373626373
3	18	46	91	False	0.16666666666666666	0.13043478260869565	0.14285714285714285	0.6111111111111112	0.6304347826086957	0.6373626373626373	0.13043478260869565	0.6304347826086957	0.14285714285714285	0.6373626373626373
4	18	46	91	False	0.2222222222222222	0.13043478260869565	0.14285714285714285	0.7222222222222222	0.6739130434782609	0.6373626373626373	0.13043478260869565	0.6739130434782609	0.14285714285714285	0.6373626373626373
5	18	46	91	False	0.1111111111111111	0.10869565217391304	0.14285714285714285	0.5555555555555556	0.6521739130434783	0.6373626373626373	0.10869565217391304	0.6521739130434783	0.14285714285714285	0.6373626373626373
6	18	46	91	False	0.16666666666666666	0.17391304347826086	0.14285714285714285	0.6666666666666666	0.6304347826086957	0.6373626373626373	0.17391304347826086	0.6304347826086957	0.14285714285714285	0.6373626373626373
7	18	46	91	False	0.2222222222222222	0.13043478260869565	0.14285714285714285	0.7222222222222222	0.5869565217391305	0.6373626373626373	0.13043478260869565	0.5869565217391305	0.14285714285714285	0.6373626373626373
8	18	46	91	False	0.2777777777777778	0.10869565217391304	0.14285714285714285	0.7777777777777778	0.5652173913043478	0.6373626373626373	0.10869565217391304	0.5652173913043478	0.14285714285714285	0.6373626373626373
9	18	46	91	False	0.2222222222222222	0.15217391304347827	0.14285714285714285	0.6111111111111112	0.6956521739130435	0.6373626373626373	0.15217391304347827	0.6956521739130435	0.14285714285714285	0.6373626373626373
10	18	46	91	False	0.2222222222222222	0.13043478260869565	0.14285714285714285	0.6111111111111112	0.6304347826086957	0.6373626373626373	0.13043478260869565	0.6304347826086957	0.14285714285714285	0.6373626373626373
11	18	46	91	False	0.05555555555555555	0.2391304347826087	0.14285714285714285	0.6111111111111112	0.6739130434782609	0.6373626373626373	0.2391304347826087	0.6739130434782609	0.14285714285714285	0.6373626373626373
12	18	46	91	False	0.2222222222222222	0.06521739130434782	0.14285714285714285	0.8333333333333334	0.6304347826086957	0.6373626373626373	0.06521739130434782	0.6304347826086957	0.14285714285714285	0.6373626373626373
13	18	46	91	False	0.16666666666666666	0.17391304347826086	0.14285714285714285	0.7777777777777778	0.6739130434782609	0.6373626373626373	0.17391304347826086	0.6739130434782609	0.14285714285714285	0.6373626373626373
14	18	46	91	False	0.2222222222222222	0.10869565217391304	0.14285714285714285	0.6666666666666666	0.6086956521739131	0.6373626373626373	0.10869565217391304	0.6086956521739131	0.14285714285714285	0.6373626373626373
15	18	46	91	False	0.1111111111111111	0.17391304347826086	0.14285714285714285	0.6111111111111112	0.6086956521739131	0.6373626373626373	0.17391304347826086	0.6086956521739131	0.14285714285714285	0.6373626373626373
16	18	46	91	False	0.0	0.21739130434782608	0.14285714285714285	0.7222222222222222	0.6304347826086957	0.6373626373626373	0.21739130434782608	0.6304347826086957	0.14285714285714285	0.6373626373626373
17	18	46	91	False	0.16666666666666666	0.10869565217391304	0.14285714285714285	0.5555555555555556	0.6521739130434783	0.6373626373626373	0.10869565217391304	0.6521739130434783	0.14285714285714285	0.6373626373626373
18	18	46	91	False	0.16666666666666666	0.13043478260869565	0.14285714285714285	0.7777777777777778	0.5869565217391305	0.6373626373626373	0.13043478260869565	0.5869565217391305	0.14285714285714285	0.6373626373626373
19	18	46	91	False	0.2777777777777778	0.08695652173913043	0.14285714285714285	0.5555555555555556	0.6739130434782609	0.6373626373626373	0.08695652173913043	0.6739130434782609	0.14285714285714285	0.6373626373626373
20	18	46	91	False	0.16666666666666666	0.13043478260869565	0.14285714285714285	0.7222222222222222	0.5869565217391305	0.6373626373626373	0.13043478260869565	0.5869565217391305	0.14285714285714285	0.6373626373626373
