seed	n_val	n_test	n_full	gt_in_prompt	raffles_step@1_val	raffles_step@1_test	raffles_step@1_full	raffles_agent@1_val	raffles_agent@1_test	raffles_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	64	127	False	0.11538461538461539	0.125	0.10236220472440945	0.038461538461538464	0.171875	0.18110236220472442	0.125	0.171875	0.10236220472440945	0.18110236220472442
2	26	64	127	False	0.11538461538461539	0.09375	0.10236220472440945	0.15384615384615385	0.140625	0.18110236220472442	0.09375	0.140625	0.10236220472440945	0.18110236220472442
3	26	64	127	False	0.038461538461538464	0.09375	0.10236220472440945	0.07692307692307693	0.203125	0.18110236220472442	0.09375	0.203125	0.10236220472440945	0.18110236220472442
4	26	64	127	False	0.07692307692307693	0.109375	0.10236220472440945	0.15384615384615385	0.171875	0.18110236220472442	0.109375	0.171875	0.10236220472440945	0.18110236220472442
5	26	64	127	False	0.11538461538461539	0.09375	0.10236220472440945	0.07692307692307693	0.21875	0.18110236220472442	0.09375	0.21875	0.10236220472440945	0.18110236220472442
6	26	64	127	False	0.15384615384615385	0.09375	0.10236220472440945	0.11538461538461539	0.1875	0.18110236220472442	0.09375	0.1875	0.10236220472440945	0.18110236220472442
7	26	64	127	False	0.19230769230769232	0.109375	0.10236220472440945	0.11538461538461539	0.203125	0.18110236220472442	0.109375	0.203125	0.10236220472440945	0.18110236220472442
8	26	64	127	False	0.15384615384615385	0.109375	0.10236220472440945	0.19230769230769232	0.171875	0.18110236220472442	0.109375	0.171875	0.10236220472440945	0.18110236220472442
9	26	64	127	False	0.11538461538461539	0.140625	0.10236220472440945	0.23076923076923078	0.1875	0.18110236220472442	0.140625	0.1875	0.10236220472440945	0.18110236220472442
10	26	64	127	False	0.19230769230769232	0.09375	0.10236220472440945	0.11538461538461539	0.21875	0.18110236220472442	0.09375	0.21875	0.10236220472440945	0.18110236220472442
11	26	64	127	False	0.07692307692307693	0.125	0.10236220472440945	0.07692307692307693	0.140625	0.18110236220472442	0.125	0.140625	0.10236220472440945	0.18110236220472442
12	26	64	127	False	0.15384615384615385	0.109375	0.10236220472440945	0.23076923076923078	0.15625	0.18110236220472442	0.109375	0.15625	0.10236220472440945	0.18110236220472442
13	26	64	127	False	0.11538461538461539	0.109375	0.10236220472440945	0.19230769230769232	0.1875	0.18110236220472442	0.109375	0.1875	0.10236220472440945	0.18110236220472442
14	26	64	127	False	0.07692307692307693	0.125	0.10236220472440945	0.23076923076923078	0.234375	0.18110236220472442	0.125	0.234375	0.10236220472440945	0.18110236220472442
15	26	64	127	False	0.11538461538461539	0.140625	0.10236220472440945	0.2692307692307692	0.171875	0.18110236220472442	0.140625	0.171875	0.10236220472440945	0.18110236220472442
16	26	64	127	False	0.11538461538461539	0.109375	0.10236220472440945	0.15384615384615385	0.203125	0.18110236220472442	0.109375	0.203125	0.10236220472440945	0.18110236220472442
17	26	64	127	False	0.11538461538461539	0.125	0.10236220472440945	0.11538461538461539	0.1875	0.18110236220472442	0.125	0.1875	0.10236220472440945	0.18110236220472442
18	26	64	127	False	0.0	0.140625	0.10236220472440945	0.038461538461538464	0.25	0.18110236220472442	0.140625	0.25	0.10236220472440945	0.18110236220472442
19	26	64	127	False	0.07692307692307693	0.09375	0.10236220472440945	0.15384615384615385	0.1875	0.18110236220472442	0.09375	0.1875	0.10236220472440945	0.18110236220472442
20	26	64	127	False	0.07692307692307693	0.125	0.10236220472440945	0.19230769230769232	0.234375	0.18110236220472442	0.125	0.234375	0.10236220472440945	0.18110236220472442
