seed	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	64	127	True	0.07692307692307693	0.09375	0.08661417322834646	0.38461538461538464	0.34375	0.3228346456692913	0.09375	0.34375	0.08661417322834646	0.3228346456692913
2	26	64	127	True	0.07692307692307693	0.078125	0.08661417322834646	0.3076923076923077	0.3125	0.3228346456692913	0.078125	0.3125	0.08661417322834646	0.3228346456692913
3	26	64	127	True	0.19230769230769232	0.078125	0.08661417322834646	0.3076923076923077	0.328125	0.3228346456692913	0.078125	0.328125	0.08661417322834646	0.3228346456692913
4	26	64	127	True	0.2692307692307692	0.046875	0.08661417322834646	0.2692307692307692	0.34375	0.3228346456692913	0.046875	0.34375	0.08661417322834646	0.3228346456692913
5	26	64	127	True	0.11538461538461539	0.078125	0.08661417322834646	0.34615384615384615	0.3125	0.3228346456692913	0.078125	0.3125	0.08661417322834646	0.3228346456692913
6	26	64	127	True	0.07692307692307693	0.078125	0.08661417322834646	0.4230769230769231	0.328125	0.3228346456692913	0.078125	0.328125	0.08661417322834646	0.3228346456692913
7	26	64	127	True	0.11538461538461539	0.09375	0.08661417322834646	0.3076923076923077	0.359375	0.3228346456692913	0.09375	0.359375	0.08661417322834646	0.3228346456692913
8	26	64	127	True	0.11538461538461539	0.078125	0.08661417322834646	0.5	0.265625	0.3228346456692913	0.078125	0.265625	0.08661417322834646	0.3228346456692913
9	26	64	127	True	0.07692307692307693	0.109375	0.08661417322834646	0.2692307692307692	0.296875	0.3228346456692913	0.109375	0.296875	0.08661417322834646	0.3228346456692913
10	26	64	127	True	0.15384615384615385	0.0625	0.08661417322834646	0.38461538461538464	0.3125	0.3228346456692913	0.0625	0.3125	0.08661417322834646	0.3228346456692913
11	26	64	127	True	0.11538461538461539	0.078125	0.08661417322834646	0.34615384615384615	0.3125	0.3228346456692913	0.078125	0.3125	0.08661417322834646	0.3228346456692913
12	26	64	127	True	0.07692307692307693	0.0625	0.08661417322834646	0.38461538461538464	0.328125	0.3228346456692913	0.0625	0.328125	0.08661417322834646	0.3228346456692913
13	26	64	127	True	0.11538461538461539	0.0625	0.08661417322834646	0.2692307692307692	0.328125	0.3228346456692913	0.0625	0.328125	0.08661417322834646	0.3228346456692913
14	26	64	127	True	0.07692307692307693	0.03125	0.08661417322834646	0.4230769230769231	0.3125	0.3228346456692913	0.03125	0.3125	0.08661417322834646	0.3228346456692913
15	26	64	127	True	0.15384615384615385	0.0625	0.08661417322834646	0.38461538461538464	0.359375	0.3228346456692913	0.0625	0.359375	0.08661417322834646	0.3228346456692913
16	26	64	127	True	0.038461538461538464	0.109375	0.08661417322834646	0.19230769230769232	0.390625	0.3228346456692913	0.109375	0.390625	0.08661417322834646	0.3228346456692913
17	26	64	127	True	0.0	0.125	0.08661417322834646	0.2692307692307692	0.375	0.3228346456692913	0.125	0.375	0.08661417322834646	0.3228346456692913
18	26	64	127	True	0.07692307692307693	0.078125	0.08661417322834646	0.23076923076923078	0.3125	0.3228346456692913	0.078125	0.3125	0.08661417322834646	0.3228346456692913
19	26	64	127	True	0.11538461538461539	0.09375	0.08661417322834646	0.5	0.296875	0.3228346456692913	0.09375	0.296875	0.08661417322834646	0.3228346456692913
20	26	64	127	True	0.038461538461538464	0.09375	0.08661417322834646	0.4230769230769231	0.34375	0.3228346456692913	0.09375	0.34375	0.08661417322834646	0.3228346456692913
