seed	n_val	n_test	n_full	gt_in_prompt	chief_step@1_val	chief_step@1_test	chief_step@1_full	chief_agent@1_val	chief_agent@1_test	chief_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	18	46	91	True	0.3333333333333333	0.17391304347826086	0.2087912087912088	0.5	0.6086956521739131	0.5494505494505495	0.17391304347826086	0.6086956521739131	0.2087912087912088	0.5494505494505495
2	18	46	91	True	0.16666666666666666	0.2608695652173913	0.2087912087912088	0.4444444444444444	0.5869565217391305	0.5494505494505495	0.2608695652173913	0.5869565217391305	0.2087912087912088	0.5494505494505495
3	18	46	91	True	0.2777777777777778	0.17391304347826086	0.2087912087912088	0.6111111111111112	0.5	0.5494505494505495	0.17391304347826086	0.5	0.2087912087912088	0.5494505494505495
4	18	46	91	True	0.2777777777777778	0.13043478260869565	0.2087912087912088	0.6111111111111112	0.5434782608695652	0.5494505494505495	0.13043478260869565	0.5434782608695652	0.2087912087912088	0.5494505494505495
5	18	46	91	True	0.1111111111111111	0.2608695652173913	0.2087912087912088	0.3333333333333333	0.6304347826086957	0.5494505494505495	0.2608695652173913	0.6304347826086957	0.2087912087912088	0.5494505494505495
6	18	46	91	True	0.16666666666666666	0.21739130434782608	0.2087912087912088	0.6111111111111112	0.5217391304347826	0.5494505494505495	0.21739130434782608	0.5217391304347826	0.2087912087912088	0.5494505494505495
7	18	46	91	True	0.2222222222222222	0.17391304347826086	0.2087912087912088	0.5555555555555556	0.5434782608695652	0.5494505494505495	0.17391304347826086	0.5434782608695652	0.2087912087912088	0.5494505494505495
8	18	46	91	True	0.3333333333333333	0.1956521739130435	0.2087912087912088	0.6666666666666666	0.5217391304347826	0.5494505494505495	0.1956521739130435	0.5217391304347826	0.2087912087912088	0.5494505494505495
9	18	46	91	True	0.2777777777777778	0.1956521739130435	0.2087912087912088	0.5	0.5652173913043478	0.5494505494505495	0.1956521739130435	0.5652173913043478	0.2087912087912088	0.5494505494505495
10	18	46	91	True	0.3333333333333333	0.21739130434782608	0.2087912087912088	0.4444444444444444	0.5	0.5494505494505495	0.21739130434782608	0.5	0.2087912087912088	0.5494505494505495
11	18	46	91	True	0.16666666666666666	0.2608695652173913	0.2087912087912088	0.5555555555555556	0.6086956521739131	0.5494505494505495	0.2608695652173913	0.6086956521739131	0.2087912087912088	0.5494505494505495
12	18	46	91	True	0.3333333333333333	0.13043478260869565	0.2087912087912088	0.7222222222222222	0.5652173913043478	0.5494505494505495	0.13043478260869565	0.5652173913043478	0.2087912087912088	0.5494505494505495
13	18	46	91	True	0.16666666666666666	0.2608695652173913	0.2087912087912088	0.6111111111111112	0.5869565217391305	0.5494505494505495	0.2608695652173913	0.5869565217391305	0.2087912087912088	0.5494505494505495
14	18	46	91	True	0.2777777777777778	0.15217391304347827	0.2087912087912088	0.4444444444444444	0.5434782608695652	0.5494505494505495	0.15217391304347827	0.5434782608695652	0.2087912087912088	0.5494505494505495
15	18	46	91	True	0.2222222222222222	0.21739130434782608	0.2087912087912088	0.5555555555555556	0.5652173913043478	0.5494505494505495	0.21739130434782608	0.5652173913043478	0.2087912087912088	0.5494505494505495
16	18	46	91	True	0.05555555555555555	0.2608695652173913	0.2087912087912088	0.7777777777777778	0.45652173913043476	0.5494505494505495	0.2608695652173913	0.45652173913043476	0.2087912087912088	0.5494505494505495
17	18	46	91	True	0.2222222222222222	0.1956521739130435	0.2087912087912088	0.4444444444444444	0.5869565217391305	0.5494505494505495	0.1956521739130435	0.5869565217391305	0.2087912087912088	0.5494505494505495
18	18	46	91	True	0.2222222222222222	0.2391304347826087	0.2087912087912088	0.7222222222222222	0.5217391304347826	0.5494505494505495	0.2391304347826087	0.5217391304347826	0.2087912087912088	0.5494505494505495
19	18	46	91	True	0.2777777777777778	0.15217391304347827	0.2087912087912088	0.5	0.5869565217391305	0.5494505494505495	0.15217391304347827	0.5869565217391305	0.2087912087912088	0.5494505494505495
20	18	46	91	True	0.16666666666666666	0.2608695652173913	0.2087912087912088	0.6666666666666666	0.5217391304347826	0.5494505494505495	0.2608695652173913	0.5217391304347826	0.2087912087912088	0.5494505494505495
